"tree_id","displayed_scientific_name","synonyms","family","displayed_common_name","alternative_common_names","generic_1","generic_2","memo","ethnobotanical_info","pacific_island","photolocations","display","landscape_application","landscape_use","native_range","california_native","ca_invasive","hi_native","invasive_text","height_low","height_high","width_low","width_high","growth_rate_low","growth_rate_high","foliage_type","tree_shape","litter_type","bark_color","bark_texture","branch_strength_low","branch_strength_high","leaf_form","leaf_arrangement","leaflet_shape","foliage_growth_color","foliage_fall_color","fruit_size","fruit_color","fruit_type","fruit_value","fruiting_time","flower_showiness","fragrance","flower_color","flower_time","flower_type","usda_zone","sunset_zone","salinity_tolerance","planting_area","soil_texture","saltspray_tolerance","exposure_low","exposure_high","soil_ph_low","soil_ph_high","pest_resistant","pest_susceptibility","disease_resistant","disease_susceptibility","root_damage_potential","health_hazard","attracts_wildlife","biogenic_emissions","deer_palatable","water_use","schoolyard","appraisal","app_lcant","app_grrating"
28,"Acacia melanoxylon",,"Fabaceae","BLACKWOOD ACACIA","BLACK ACACIA,SALLY WATTLE","ACACIA",,"Grows best in light, well-drained, fertile soil. A timber species in Australia.","",0,"UC Davis Arboretum - Davis, CA, Cal Poly State University - San Luis Obispo, CA, San Francisco, CA, Milpitas, CA and Santa Barbara, CA",1,,"Pollarding","Eastern Australia",0,1,0,"%This plant is classified as invasive by the California Invasive Plant Council (&lt;a href=&quot;http://www.cal-ipc.org/&quot;&gt;Cal-IPC&lt;/a&gt;). Its rating is limited.%",40,50,20,20,36,36,"3","Conical,Rounded","Dry Fruit","Black or Dark Brown","Fissured","1","1","Simple","Alternate","Oblanceolate","Bluish Green,Silver,Gray Green",0,"Very Large","Brown or Purple","Legume",,"Winter,Summer","Inconspicuous",0,"Cream,White","Winter,Spring",,"9,10,11","8,9,13,14,15,16,17,18,19,20,21,22,23,24","Good Inland",">7","Loam,Sand","Moderate",2,3,3,7,,"Invasive Shot Hole Borer,Beetle Borers,Thrip",,"Phytophthora,Root Rot","High","Allergy","Birds","Moderate",0,"L",0,"Yes","24"" box","3"
29,"Acacia pendula","Racosperma pendulum","Fabaceae","WEEPING ACACIA","WEEPING MYALL","ACACIA",,"Good espalier. Leaves may change form as trees age.","",0,"Cal Poly - San Luis Obispo, CA, Lotusland - Santa Barbara, CA, Los Angeles County Arboretum - Arcadia, CA and Pasadena, CA",1,"Screen","Espalier,Hedged","Australia",0,0,0,"",20,30,15,20,24,24,"0","Rounded,Weeping","Dry Fruit","Brown","Rough","1","1","Simple","Alternate","Spear-shaped","Bluish Green,Silver,Gray Green",0,"Very Large","Brown","Legume",,"Fall,Winter,Summer","Showy",1,"Yellow","Winter,Spring",,"9,10,11","13,14,15,16,17,18,19,20,21,22,23,24",,"2 to 4","Loam,Sand,Clay","",2,3,3,7,,"Invasive Shot Hole Borer,Caterpillars",,"Root Rot","Moderate","Allergy","Birds","",0,"VL",0,"Yes","24"" box","2"
30,"Acacia podalyriifolia",,"Fabaceae","PEARL ACACIA",,"ACACIA",,"This is a shrub or small tree known for its distinctive silver-gray foliage and golden blooms. The overall aesthetic appeal of Acacia podalyriifolia, marked by its silver foliage and yellow/golden flowers, makes it a sought-after ornamental plant for landscaping and gardens. It also makes a great small patio or container tree.
","",0,"Los Angeles County Arboretum - Arcadia, CA, Strybing Arboretum - San Francisco, CA, Quail Botanical Gardens - Encinitas, CA  and Lotusland - Santa Barbara, CA",1,"Screen",,"Northeastern Australia",0,0,0,"",10,20,10,15,24,36,"0","Rounded","Dry Fruit","Light Gray","Smooth","1","1","Simple","Alternate","Oval","Bluish Green,Silver,Gray Green",0,"Large","Brown","Legume",,"Winter,Spring,Summer","Showy",1,"Yellow","Winter,Spring",,"10,11","8,9,13,14,15,16,17,18,19,20,21,22,23,24",,"2 to 4","Loam,Sand,Clay","Moderate",2,3,3,7,,"Invasive Shot Hole Borer,Beetle Borers",,"Root Rot,Sooty Mold","Low","Allergy","Bees,Birds","",,"M",0,"","",""
31,"Acacia pruinosa",,"Fabaceae","FROST ACACIA","FROSTY WATTLE","ACACIA",,"","",0,"",1,"Screen","Hedged","Australia",0,0,0,"",20,25,,,36,36,"3","Rounded","Dry Fruit","Light Gray","Smooth","2","2","Bipinnately Compound","Alternate","Oblong","Green",0,"Large","Brown","Legume",,"Fall","",1,"Yellow","Summer",,"9,10","13,14,15,16,17,18,19,20,21,22,23,24","Coastal Moderate","4 to 7","Loam,Sand","Moderate",2,3,3,7,,"Invasive Shot Hole Borer",,"Root Rot","Low","Allergy","Birds","",0,"L",0,,,
32,"Acacia retinodes",,"Fabaceae","WATER WATTLE",,"ACACIA",,"Nurseries may sell it as Acacia floribunda.","",0,"San Luis Obispo, CA",1,"Screen","Hedged","Australia",0,0,0,"",15,20,10,15,36,36,"3","Rounded","Dry Fruit","Dark Brown","Scaly","1","1","Simple","Alternate","Linear","Bluish Green,Silver,Gray Green",0,"Very Large","Brown","Legume",,"Fall,Winter","Showy",1,"Yellow","Fall,Winter,Spring,Summer",,"10,11","8,9,13,14,15,16,17,18,19,20,21,22,23,24","Good Inland","2 to 4","Loam,Sand","Moderate",2,3,3,7,,"Invasive Shot Hole Borer",,,"Low","Allergy","Birds","",0,"L",0,"Yes","24"" box","2"
33,"Acacia salicina",,"Fabaceae","WILLOW ACACIA","AUSTRALIAN WILLOW","ACACIA",,"Drought and frost resistant in adapted zones. Best in dry soils. Saline tolerant.","",0,"Boyce Thompson Arboretum - Superior, AZ, UC Davis Arboretum - Davis, CA, Los Angeles County Arboretum - Arcadia, CA and Other",1,"Screen","Hedged","Australia",0,0,0,"",20,40,15,15,36,36,"3","Rounded","Dry Fruit","Dark Gray or Light Gray","Furrowed,Rough","1","1","Simple","Alternate","Linear","Bluish Green,Silver,Gray Green",0,"Very Large","Brown","Legume","Wildlife use it","Winter,Spring","Showy",0,"Cream,Orange,Yellow","Winter,Spring",,"7,8,9,10","8,9,12,13,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,3,7,,"Invasive Shot Hole Borer",,"Root Rot","Low","Allergy,Poisonous","Birds","",0,"L",0,"Yes","24"" box","2"
34,"Acacia saligna","Acacia cyanophylla,Acacia bracteata","Fabaceae","BLUE-LEAF WATTLE","WEEPING WATTLE,ORANGE WATTLE,GOLDEN WREATH","ACACIA",,"Evergreen tree to 30 feet. Good wind screen. A shrub or small tree recognized for its striking blue-gray foliage and vibrant yellow flowers that grow in cylindrical clusters. It is known for its ability to thrive in arid conditions and is often cultivated for erosion control and as an ornamental plant. However, it has also gained notoriety for its invasive nature and weediness in various parts of the world, where it can outcompete native vegetation and negatively impact ecosystems.","",0,"Los Angeles County Arboretum - Arcadia, CA, San Luis Obispo, CA and The Living Desert - Palm Desert, CA",1,"Screen","Hedged","Western Australia",0,1,0,"This plant is classified as invasive by the California Invasive Plant Council (&lt;a href=&quot;http://www.cal-ipc.org/&quot;&gt;Cal-IPC&lt;/a&gt;) classifies the invasiveness of the species of this plant as High.",20,30,15,20,36,36,"0","Rounded","Dry Fruit","Dark Brown","Furrowed,Rough","3","3","Simple","Alternate","Linear","Bluish Green,Silver,Gray Green",0,"Very Large","Brown","Legume",,"Winter,Summer","Showy",0,"Orange","Spring",,"9,10,11","8,9,12,13,14,15,16,17,18,19,20,21,22,23,24","Good Inland","4 to 7","Loam,Sand,Clay","Moderate",2,3,3,7,,"Invasive Shot Hole Borer",,"Root Rot","Low","Allergy","Birds","",0,"L",0,"Yes","24"" box","2"
35,"Acacia subporosa",,"Fabaceae","BOWER WATTLE","RIVER WATTLE","ACACIA",,"This tree has a weeping habit.","",0,"Strybing Arboretum - San Francisco, CA",0,"Street Tree,Screen",,"Australia",0,0,0,"",20,35,20,30,24,24,"3","Rounded,Weeping","Dry Fruit","",,"1","1","Simple","Alternate","Linear","Green",0,"","Brown","Legume",,"Winter,Summer","Showy",0,"Yellow","Spring","Has male and female reproductive parts in each flower (perfect)","10","16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand","Moderate",2,3,3,7,,"Invasive Shot Hole Borer",,"Root Rot","Moderate","Allergy","Birds","Moderate",0,"L",0,"Yes","24"" box","1"
36,"Acacia verticillata",,"Fabaceae","PRICKLY MOSES","VERTICILLATE ACACIA,STAR ACACIA,PRICKLY MIMOSA","ACACIA",,"Tolerates poor soils, including heavy and alkaline conditions, aridity and heat. Good candidate for seaside tolerance. Resistant to oak root fungus.","",0,"Strybing Arboretum - San Francisco, CA and Quail Botanical Gardens - Encinitas, CA",1,"Screen","Hedged","Eastern Australia",0,0,0,"",5,15,10,12,24,24,"3","Rounded,Vase","Dry Fruit","Dark Brown, Dark Gray, Light Gray or Light Green","Furrowed,Smooth","1","1","Simple","Alternate","Linear","Dark Green",0,"Large","Brown","Legume",,"Winter,Summer","Showy",0,"Yellow","Spring","Has male and female reproductive parts in each flower (perfect)","9,10","14,15,16,17,18,19,20,21,22,23,24",,"2 to 4","Loam,Sand,Clay","Moderate",2,3,3,7,,"Invasive Shot Hole Borer","Armillaria","Root Rot","Low","Allergy","Birds","",0,"L",0,,,
38,"Acer saccharum subsp. floridanum","Acer barbatum,Acer floridanum","Sapindaceae","SOUTHERN SUGAR MAPLE","CADDO FLORIDA MAPLE,FLORIDA MAPLE","MAPLE",,"OK near deck or patio. Leaves tend to be smaller than the species with a white pubescens underneath. Leaf petials are also shorter than the species and can also be pubescent.","",0,"LSU Hilltop Arboretum - Baton Rouge, LA",1,"Buffer Strip,Shade Tree,Street Tree","Bonsai","Eastern North America",0,0,0,"",25,50,25,45,12,36,"1","Rounded","Leaves","Gray","Smooth",,,"Simple","Opposite","Palmately-lobed","Green",1,"Inconspicuous","Brown or Green","Samara",,"Summer","Inconspicuous",0,"Red","Spring","Has separate male and female reproductive parts on the same tree (monoecious)","6,7,8,9","1,2,3,4,5,6,7,8,9,10,14,15,16,17,18,19,20",,">7","Loam,Sand,Clay","Low",2,3,2,2,,"Scales,Borers,Aphids,Gall Mites",,"Armillaria,Wilt","Low",,,"",,"M",0,,,
39,"Acer buergerianum","Acer buergeranum","Sapindaceae","TRIDENT MAPLE","THREE-TOOTHED MAPLE","MAPLE",,"Trident Maple is a very attractive small maple, effective as a lawn specimen, patio or shade tree. It has interesting flaky bark, and has a neat appearance, except for the hanging seeds in the winter. It tolerates most soils, with light to moderate moisture, and is quite dependable once established. It may require regularly scheduled light top-trimming (but not necessarily shearing) of vigorous top shoots to maintain its height below 25. Known to tolerate air pollution.","",0,"Dallas Arboretum - Dallas, TX, Strybing Arboretum - San Francisco, CA, National Arboretum - Washington, DC and Balboa Park - San Diego, CA",1,"Screen","Bonsai","China and Japan",0,0,0,"",20,25,20,25,36,36,"1","Rounded","Dry Fruit","Light Green or Light Gray","Exfoliating","3","3","Simple","Opposite","Palmately-lobed","Green",1,"Medium","Brown or Yellow","Samara",,"Summer","Inconspicuous",0,"Yellow","Spring",,"5,6,7,8,9,10","2,3,4,5,6,7,8,9,14,15,16,17,20,21",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,1,7,,"Invasive Shot Hole Borer,Aphids",,"Armillaria,Root Rot,Verticillium","Low","None Known","Birds","",,"M",0,"Yes","24"" box","2"
40,"Acer campestre",,"Sapindaceae","HEDGE MAPLE","FIELD MAPLE","MAPLE",,"Grows best in well-drained soil and will tolerate dry, poor, or sandy soil. Somewhat fissured bark. Very hardy. Known to tolerate air pollution.","",0,"Missouri Botanical Garden - St. Louis, MO, Hoyt Arboretum - Portland, OR, San Diego, CA, Strybing Arboretum - San Francisco, CA and National Arboretum - Washington, DC",1,"Screen","Hedged","Europe and Asia",0,0,0,"",25,35,25,35,12,12,"1","Rounded","Dry Fruit","Striking, Dark Brown or Dark Gray","Fissured","3","3","Simple","Opposite","Palmately-lobed","Dark Green",1,"Medium","Brown","Samara",,"Fall,Summer","Inconspicuous",0,"Green,Chartreuse","Spring","Has either male or female reproductive parts (dioecious)","5,6,7,8","2,3,4,5,6,7,8,9,14,15,16,17",,"4 to 7","Loam,Sand,Clay","Low",1,3,1,7,,"Aphids",,"Armillaria,Root Rot,Verticillium","Low","Allergy","Birds","",,"M",0,"Yes","24"" box","2"
41,"Acer campestre 'Postelence'",,"Sapindaceae","POSTELENCE HEDGE MAPLE","YELLOW HEDGE MAPLE","MAPLE",,"Trainable as a standard. OK near deck or patio. Used in parking lot islands and sidewalk tree pits. Known to tolerate air pollution.","",0,"Morton Arboretum - Lisle, IL",1,"Buffer Strip,Screen","Bonsai,Hedged","Europe and Asia",0,0,0,"",5,10,8,10,12,12,"1","Rounded",,"Gray to Light Brown","Fissured","5","5","Simple","Opposite","Palmately-lobed","Variegated,Yellow,Yellow Green",1,"Medium to Large","Brown or Green","Samara",,"Fall,Summer","Inconspicuous",0,"green","Spring","Has separate male and female reproductive parts on the same tree (monoecious)","5,6,7,8","2,3,4,5,6,7,8,9,14,15,16,17",,"2 to 4","Loam,Sand,Clay","Moderate",2,3,2,6,,,,"Armillaria,Verticillium,Tar Spot","Low",,"Bees,Birds,Butterflies","",,"M",0,,,
42,"Acer campestre 'Queen Elizabeth'","Acer campestre 'Evelyn'","Sapindaceae","QUEEN ELIZABETH HEDGE MAPLE",,"MAPLE",,"Trainable as a standard  . Ok near deck or patio. Used in parking lot islands and sidewalk tree pits. Known to tolerate air pollution.","",0,"",1,"Buffer Strip,Shade Tree,Street Tree,Screen","Bonsai,Hedged","Europe and Asia",0,0,0,"",25,35,25,35,12,12,"1","Rounded","Leaves","Gray to Light Brown","Fissured",,,"Simple","Opposite","Palmately-lobed","Green",0,"Inconspicuous","Black or Green","Samara",,"Fall,Summer","Inconspicuous",0,"Green,Chartreuse","Spring",,"5,6,7,8","2,3,4,5,6,7,8,9,14,15,16,17",,"4 to 7","Loam,Sand,Clay","moderate",2,3,2,6,,,,"Armillaria,Verticillium,Tar Spot","Low",,"Bees,Birds,Butterflies","",,"M",0,,,
43,"Acer capillipes",,"Sapindaceae","RED SNAKEBARK MAPLE","JAPANESE SNAKEBARK MAPLE,KYUSHU MAPLE","MAPLE",,"Young leaves are red.","",0,"National Arboretum - Washington, DC, Strybing Arboretum - San Francisco, CA and UC Berkeley Botanic Garden - Berkeley, CA",1,"Screen",,"Japan",0,0,0,"",30,35,30,35,24,24,"1","Rounded","Dry Fruit","Light Green or Red Brown","Striated","3","3","Simple","Opposite","Palmately-lobed","Green",1,"Medium","Brown","Samara",,,"Inconspicuous",0,"White",,"Has separate male and female reproductive parts on the same tree (monoecious)","5,6,7","2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","Moderate",1,3,1,5,,"Aphids",,"Armillaria","Low","None Known","Birds","",,"M",0,,,
44,"Acer cappadocicum",,"Sapindaceae","COLISEUM MAPLE","CAPPADOCIAN MAPLE","MAPLE",,"Bright red Spring growth. Leaves have five or seven lobes.","",0,"Washington Park Arboretum - Seattle, WA and National Arboretum - Washington, DC",1,"Screen",,"Western Asia",0,0,0,"",30,35,20,25,24,24,"1","Rounded","Dry Fruit","Black or Light Gray","Fissured","3","3","Simple","Opposite","Palmately-lobed","Dark Green",1,"Large","Brown","Samara",,"Fall","",0,"Yellow","Spring","Has either male or female reproductive parts (dioecious)","6,7,8","3,4,5,6",,"4 to 7","Loam,Clay","Low",1,2,1,4,,"Aphids",,"Armillaria,Root Rot,Verticillium","Low","None Known",,"",,"H",0,,,
45,"Acer circinatum",,"Sapindaceae","VINE MAPLE",,"MAPLE",,"Vine Maple does well in cooler climates, or in shaded locations which are relatively moist. It tolerates a wide variety of soils but prefers a fairly fertile, moist soil which is rich in humus. It is quite hardy but suffers in hot, dry conditions. A smaller alternative to Japanese Maple, as a patio or lawn specimen, but not as a shade tree per se. It usually develops multi-trunks, and makes a very attractive specimen with a low, broad, foliage canopy with an interesting habit. Good stream-side tree.","",0,"Regional Parks Botanic Garden, Tilden Regional Park - Berkeley, CA, Hoyt Arboretum - Portland, OR and San Diego, CA.",1,"Screen","Bonsai,Espalier","California",1,0,0,"",15,25,20,20,24,24,"1","Rounded,Vase","Dry Fruit","Red Brown","Smooth","3","3","Simple","Opposite","Palmately-lobed","Light Green",1,"Medium","Red or Rose","Samara",,"Summer","Inconspicuous",0,"Purple,Red","Spring","Has either male or female reproductive parts (dioecious)","6,7,8,9","2,3,4,5,6,14,15,16,17",,"4 to 7","Loam,Sand","Moderate",1,2,1,4,,"Aphids",,"Armillaria,Root Rot,Verticillium","Low","Allergy",,"Moderate",0,"H",0,"Yes","24"" box","2"
46,"Acer circinatum 'Monroe'",,"Sapindaceae","MONROE VINE MAPLE","CUT-LEAF VINE MAPLE","MAPLE",,"A fine textured cut-leaf variety. Wider than tall.","",0,"Hoyt Arboretum - Portland, OR",1,"Screen","Bonsai,Espalier","California",1,0,0,"",10,15,15,20,24,24,"1","Rounded,Vase","Dry Fruit","Red Brown","Striated","3","3","Simple","Opposite","Palmately-lobed","Light Green",1,"Medium","Red","Samara",,"Fall","",0,"Purple,Red","Spring","Has separate male and female reproductive parts on the same tree (monoecious)","5,6,7,8,9","1,2,3,4,5,6,14,15,16,17",,"2 to 4","Loam,Sand,Clay","Moderate",2,3,1,5,,,,"Armillaria","Low","None Known",,"",,"H",1,,,
47,"Acer cissifolium",,"Sapindaceae","IVY-LEAF MAPLE","VINE-LEAF MAPLE,ASH-LEAF MAPLE","MAPLE",,"OK near deck or patio. Used in sidewalk tree pits.","",0,"Hoyt Arboretum - Portland, OR, Morris Arboretum - Philadelphia, PA, Strybing Arboretum - San Francisco, CA and UC Berkeley Botanic Garden - Berkeley, CA",1,"Container,Street Tree","Bonsai,Hedged","Japan",0,0,0,"",20,30,20,30,12,24,"1","Rounded",,"Gray","Smooth",,,"Simple","Opposite","Obovate","Green",1,"Inconspicuous","Green to Brown","Samara",,"Fall,Summer","Inconspicuous",1,"Yellow","Spring","Has male and female reproductive parts in each flower (perfect)","5,6,7,8","1,2,3,4,5,6,14,15,16,17",,"4 to 7","Loam,Sand","",2,3,2,2,,,,"Armillaria","Low",,,"",,"H",0,,,
48,"Acer davidii",,"Sapindaceae","DAVID'S MAPLE","SNAKEBARK MAPLE","MAPLE",,"Good fall color. Striped bark.","",0,"Hobart, AU, Washington Park Arboretum - Seattle, WA, Gamble Gardens - Palo Alto, CA, Strybing Arboretum - San Francisco, CA, New Zealand and the National Arboretum - Washington, DC",1,"Screen",,"China",0,0,0,"",20,35,20,35,24,24,"1","Rounded","Dry Fruit","Striking, Cream or Green","Striated","3","3","Simple","Opposite","Ovate","Light Green",1,"Medium","","Samara",,"Summer","Inconspicuous",0,"Green,Yellow","Spring",,"4,5,6,7,8,9","2,3,4,5,6,15,16,17,20,21",,"4 to 7","Loam,Clay","Moderate",1,2,1,4,,"Aphids",,"Armillaria,Root Rot,Verticillium","Low","None Known","Birds","",,"M",0,,,
49,"Acer tataricum subsp. ginnala","Acer ginnala","Sapindaceae","AMUR MAPLE","TATAR MAPLE","MAPLE",,"Very hardy. Excellent at high elevations. Flame has spectacular red Fall color.","",0,"Hoyt Arboretum - Portland, OR, National Arboretum - Washington, DC, Finch Arboretum - Spokane, WA and Arnold Arboretum - Boston, MA.",1,"Screen",,"Manchuria, Northern China and Japan",0,0,0,"",20,25,20,25,12,24,"1","Rounded","Dry Fruit","Dark Gray or Light Gray","Furrowed,Smooth","3","3","Simple","Opposite","Palmately-lobed","Green",1,"Medium","Brown","Samara",,"Spring,Summer","",1,"Yellow","Winter,Spring","Has either male or female reproductive parts (dioecious)","3,4,5,6,7,8","1,2,3,4,5,6,7,8,9,14,15,16",,"4 to 7","Loam,Sand,Clay","Low",1,3,1,7,,"Aphids",,"Armillaria,Anthracnose,Root Rot,Verticillium","Low","None Known","Birds","",,"M",0,"Yes","24"" box","1"
50,"Acer tataricum subsp. ginnala 'Flame'","Acer ginnala 'Flame'","Sapindaceae","FLAME AMUR MAPLE","TATARIUM MAPLE","MAPLE",,"Tree or multi-trunked shrub.","",0,"Dallas Arboretum - Dallas, TX  and Boething Treeland Farms",1,"Screen","Bonsai","Manchuria, Northern China and Japan",0,0,0,"",15,20,15,20,24,24,"1","Rounded","Dry Fruit","Dark Gray or Light Gray","Furrowed,Smooth","3","3","Simple","Opposite","Palmately-lobed","Green",1,"Medium","Red","Samara",,"Summer","Inconspicuous",1,"Yellow","Spring","Has separate male and female reproductive parts on the same tree (monoecious)","3,4,5,6,7,8","1,2,3,4,5,6,7,8,9,14,15,16",,"2 to 4","Loam,Sand,Clay","Low",2,3,1,5,,,,"Armillaria","Low","None Known",,"",,"M",0,,,
52,"Acer glabrum","Acer barbatum","Sapindaceae","ROCKY MOUNTAIN MAPLE",,"MAPLE",,"Rocky Mountain Maple has attractive foliage, with red or yellow fall color. It develops into a large shrub or small tree with moderate moisture and part shade and when the foliage is pruned up to expose the smooth trunks. Its height rarely exceeds 25. It favors mid-to high elevations.","",0,"Lassen National Forest, CA and San Diego, CA",1,"Screen",,"Western North America",1,0,0,"",10,30,5,15,24,24,"1","Rounded","Dry Fruit","Red Brown","Smooth","5","5","Simple","Opposite","Palmately-lobed","Light Green",1,"Medium","Brown","Samara",,"Summer","",0,"Green,Yellow","Spring","Has either male or female reproductive parts (dioecious)","4,5,6,7,8","1,2,3,4,5,6,10",,"4 to 7","Loam,Sand","Low",1,3,1,5,,"Aphids",,"Armillaria,Root Rot,Verticillium","Low","Allergy","Birds","Moderate",,"H",0,"Yes","24"" box","3"
